ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2255,46,22,53,90025,2,1.7,1,109,0,0,0,0,0
3913,40,14,69,95348,1,1.5,3,0,0,0,0,0,0
178,29,3,65,94132,4,1.8,2,244,0,0,0,0,0
2891,48,24,18,94304,4,0.2,1,0,0,0,0,1,1
3674,34,9,65,95134,4,1.3,1,0,0,0,0,0,1
81,60,36,41,95134,4,1.3,1,174,0,0,0,1,1
2562,31,5,180,94720,1,2.9,3,144,1,1,0,0,0
1724,39,15,55,95821,1,1.5,3,0,0,0,0,1,0
1618,61,36,44,91302,4,2.1,1,0,0,0,0,0,0
1655,60,34,102,94305,2,2.0,1,0,0,0,0,1,1
2329,27,2,130,92182,3,4.4,1,192,1,0,0,1,0
4614,63,38,52,91361,4,1.7,1,218,0,0,0,1,1
222,45,19,83,95051,2,1.7,2,0,0,0,0,1,0
94,60,34,64,94550,2,1.7,3,236,0,1,0,1,0
2610,42,18,120,93407,2,7.5,1,0,0,1,0,0,0
3383,62,36,103,92182,2,2.8,1,0,0,1,1,1,0
4416,60,35,65,90245,2,1.5,1,220,0,0,0,0,1
1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0
4687,61,35,113,91741,2,2.8,1,0,0,0,0,0,0
1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1
2165,27,3,104,92007,2,2.5,1,184,0,1,0,1,0
2940,54,24,25,90016,4,0.4,3,0,0,0,0,0,1
3669,38,13,129,92037,4,0.3,3,75,1,0,0,1,0
813,36,10,65,90089,4,2.2,2,0,0,0,0,0,0
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1
890,24,-2,82,91103,2,1.6,3,0,0,0,0,1,1
1452,44,20,82,94555,4,1.4,2,201,0,0,0,1,1
3317,56,26,63,94501,3,2.0,3,0,0,0,0,1,0
2560,36,12,88,90212,2,2.7,1,0,0,0,0,1,0
3575,56,30,64,95123,3,0.3,2,0,0,0,0,0,1
2681,60,30,31,95060,1,1.5,3,0,0,0,0,1,0
4652,48,24,58,94005,2,1.7,1,0,0,0,0,0,0
4812,36,12,123,90502,2,3.0,3,0,1,0,0,0,0
4680,26,0,161,94551,2,7.2,1,0,0,0,0,0,0
2965,35,10,73,93943,3,2.3,1,0,0,0,0,1,0
2673,30,5,131,92068,3,0.5,3,0,1,0,0,0,0
562,63,33,41,94234,4,1.67,3,0,0,0,0,1,0
2779,56,31,61,92646,4,1.3,3,0,0,0,0,1,1
2949,44,18,14,94720,2,0.1,3,98,0,0,0,0,1
2818,31,7,105,94025,1,4.0,1,331,0,0,0,1,0
2759,62,36,35,94501,2,0.7,3,0,0,1,0,0,1
1757,42,17,23,95053,2,0.0,3,0,0,0,0,0,0
725,64,38,92,94086,1,2.0,1,0,0,0,0,1,0
220,56,30,61,94707,1,2.2,3,0,0,0,0,1,1
4140,29,3,81,95827,1,2.9,3,0,0,0,0,0,0
3958,40,15,75,95449,4,1.1,2,0,0,0,0,1,0
1589,29,3,55,95616,3,1.1,2,0,0,0,0,1,0
3348,65,41,78,92109,3,2.0,3,0,0,0,1,1,1
3971,65,40,71,95060,3,2.2,1,0,0,0,0,0,1
4708,59,35,91,95008,2,1.6,1,0,0,1,0,0,1
44,39,15,45,95616,1,0.7,1,0,0,0,0,1,0
3002,33,7,81,92647,3,1.6,1,0,0,0,0,1,1
211,51,26,20,92131,2,0.0,1,0,0,0,0,0,0
678,46,21,204,92780,2,2.8,1,0,0,0,0,1,0
355,44,20,173,90277,2,1.4,1,419,0,0,0,1,0
1434,51,25,68,92647,2,1.5,2,117,0,0,0,0,1
950,40,16,45,94720,3,0.6,2,204,0,0,0,1,0
2844,27,3,20,95616,4,1.0,1,134,0,0,0,1,1
578,52,28,149,94043,2,6.8,1,0,0,0,0,1,0
3929,57,33,61,92115,3,2.67,1,0,0,0,0,1,0
545,35,10,164,91614,2,7.8,1,0,0,0,0,1,0
368,32,8,98,95054,2,2.0,2,175,0,0,0,1,0
1613,41,17,33,94550,1,0.7,1,104,0,0,0,0,0
3551,40,10,19,94609,1,0.75,3,116,0,0,0,0,0
